OBJECTID,ROUTEID,FROMMEASURE,TOMEASURE,FROMDATE,TODATE,EVENTID,AADT,AADT_YEAR,LOCERROR,SHAPELEN
129,11000202,2972.467614,3028.927747,2017-01-01T00:00:00.000Z,,{9157308B-6E49-432C-B035-ECE070B4ED57},2000,2017,NO ERROR,56.4601326040115
130,11000202,3028.927747,3094.577736,2017-01-01T00:00:00.000Z,,{3D497540-8D16-4F3C-B8BB-B540A56B9094},2000,2017,NO ERROR,65.650004675255
131,11000202,3094.577736,3113.827213,2017-01-01T00:00:00.000Z,,{EF18E5F7-0A6C-4D01-9A0B-88824EFBD9E5},2000,2017,NO ERROR,19.2495053422212
132,11000202,3113.827213,3160.467865,2017-01-01T00:00:00.000Z,,{711C9DE2-5ECC-4E21-8E9A-082E8561B947},2000,2017,NO ERROR,46.6407014169783
133,11000202,3160.467865,3216.1243,2017-01-01T00:00:00.000Z,,{F602D5D6-7660-400E-9903-44BDD3158C05},2000,2017,NO ERROR,55.6563367705436
134,11000202,3216.1243,3291.568198,2017-01-01T00:00:00.000Z,,{1E1CD178-70FE-4D8E-AE5A-9D471DD860B6},2000,2017,NO ERROR,75.4439029584835
135,11000202,3291.568198,3338.515117,2017-01-01T00:00:00.000Z,,{DE4B45C3-E04C-4952-B54F-64E2D0435A8C},2000,2017,NO ERROR,46.9469134076674
136,11000202,3338.515117,3419.8971,2017-01-01T00:00:00.000Z,,{130F32F3-D3CA-48E4-8773-3D67F0616DA5},2000,2017,NO ERROR,81.3819919045157
137,11000202,3419.8981,3552.7975,2017-01-01T00:00:00.000Z,,{D7A7D4F7-428B-42B0-BFF8-41E8138F8FCA},2000,2017,NO ERROR,132.900423444958
138,11000202,3552.7985,3600.76052,2017-01-01T00:00:00.000Z,,{24A15F36-A9AE-4DD6-B1E1-D91627565AA2},2000,2017,NO ERROR,47.9629787869136
139,11000202,3600.76052,3641.407697,2017-01-01T00:00:00.000Z,,{87E82A3D-227A-4469-9232-0966E52FFD5A},2000,2017,NO ERROR,40.6471562561053
140,11000202,3641.407697,3718.997698,2017-01-01T00:00:00.000Z,,{5A7C0204-0193-40D5-85A4-6071EB7DB7F2},2000,2017,NO ERROR,77.5900210901303
141,11000202,3718.997698,3760.033966,2017-01-01T00:00:00.000Z,,{04441DA8-7AFD-4AB0-93E5-C1E7949F1D6B},2000,2017,NO ERROR,41.0362325202448
142,11000202,3760.033966,3794.173879,2017-01-01T00:00:00.000Z,,{43EE9E87-6F65-44B6-B839-FCC68F4049C3},2000,2017,NO ERROR,34.1399292891728
143,11000232,0,40.62507143,2017-01-01T00:00:00.000Z,,{FD50B231-E89A-42BC-82BE-EB84D3E09133},2000,2017,NO ERROR,40.6250793635295
144,11000232,40.62507143,78.73474706,2017-01-01T00:00:00.000Z,,{265939F4-CCC3-4C27-9AE8-8511DD74B9EA},2000,2017,NO ERROR,38.1097085894389
145,11000232,78.73474706,119.1611706,2017-01-01T00:00:00.000Z,,{14B171D3-C1B7-49E1-A1D8-C06B1CDFA487},2000,2017,NO ERROR,40.4263824893982
146,11000232,119.1622,231.6507385,2017-01-01T00:00:00.000Z,,{94BA72C2-1DBB-46EB-8FDF-83DF816B2116},2000,2017,NO ERROR,112.48956678816
147,11000232,231.6507385,272.8713537,2017-01-01T00:00:00.000Z,,{E3BD93B2-45A6-4F1C-879D-944944B7DF35},2000,2017,NO ERROR,41.2206322083922
148,11000232,272.8724,422.1248646,2017-01-01T00:00:00.000Z,,{2C827FD6-A0D2-4A35-9531-4A104E64E26F},2000,2017,NO ERROR,149.253558859524
